PILGRIMS PRIDE CORP PPC,PPC
PINNACLE FINANCIAL PNFP,PNFP
PINNACLE FOODS INC PF,PF
PINNACLE WEST CAPITAL CO PNW,PNW
PIONEER NAT RESOURCES CO PXD,PXD
PITNEY BOWES INC PBI,PBI
PLATFORM SPECIALTY PRODS PAH,PAH
PNC FINANCIAL SVCS GROUP PNC,PNC
POLARIS INDUSTRIES INC PII,PII
POOL CORP POOL,POOL
POPULAR INC BPOP,BPOP
POST HOLDINGS INC POST,POST
PPG INDUSTRIES INC PPG,PPG
PPL CORP PPL,PPL
PRAXAIR INC PX,PX
PREMIER INC PINC,PINC
PRICE T ROWE GROUP INC TROW,TROW
PRINCIPAL FINANCIAL GRP PFG,PFG
PROASSURANCE CORP PRA,PRA
PROCTER & GAMBLE CO PG,PG
PROGRESSIVE CORP PGR,PGR
PROLOGIS INC PLD,PLD
PROSPERITY BANCSHARES PB,PB
PRUDENTIAL FINANCIAL INC PRU,PRU
PTC INC PTC,PTC
PUBLIC STORAGE INC PSA,PSA
PUBLIC SVC ENTERPRISE PEG,PEG
PULTEGROUP INC PHM,PHM
PVH CORP PVH,PVH
QEP RESOURCES INC QEP,QEP
QIAGEN NV QGEN,QGEN
QORVO INC QRVO,QRVO
QUALCOMM INC QCOM,QCOM
QUANTA SERVICES INC PWR,PWR
QUEST DIAGNOSTICS INC DGX,DGX
PAYPAL HOLDINGS INC PYPL,PYPL
PBF ENERGY INC PBF,PBF
PENSKE AUTOMOTIVE GROUP PAG,PAG
PENTAIR PLC PNR,PNR
PEOPLES UNITED FINANCIAL PBCT,PBCT
PEPSICO INC PEP,PEP
REALTY INCOME CORP O,O
RED HAT INC RHT,RHT
REGAL BELOIT CORP RBC,RBC
REGAL ENTMT GROUP RGC,RGC
REGENCY CENTERS CORP REG,REG
REGENERON PHARMACEUTICAL REGN,REGN
REGIONS FINANCIAL CORP RF,RF
REINSURANCE GRP OF AMER RGA,RGA
RELIANCE STEEL & ALUM RS,RS
RENAISSANCERE HOLDINGS RNR,RNR
REPUBLIC SERVICES INC RSG,RSG
RESMED INC RMD,RMD
RETAIL PPTYS AMER INC RPAI,RPAI
REYNOLDS AMERICAN INC RAI,RAI
RICE ENERGY INC RICE,RICE
RITE AID CORP RAD,RAD
ROBERT HALF INTL INC RHI,RHI
ROCKWELL AUTOMATION INC ROK,ROK
ROCKWELL COLLINS INC COL,COL
ROLLINS INC ROL,ROL
ROPER TECHNOLOGIES INC ROP,ROP
ROSS STORES INC ROST,ROST
ROYAL CARIBBEAN CRUISES RCL,RCL
ROYAL GOLD INC RGLD,RGLD
RPC INC RES,RES
RPM INTERNATIONAL INC RPM,RPM
RSP PERMIAN INC RSPP,RSPP
RYDER SYSTEM INC R,R
S&P GLOBAL INC SPGI,SPGI
SABRE CORP SABR,SABR
SALESFORCE COM INC CRM,CRM
SALLY BEAUTY HOLDINGS SBH,SBH
SANTANDER CNSMR USA HLDG SC,SC
SBA COMMUNICATIONS CORP SBAC,SBAC
SCANA CORP SCG,SCG
SCHEIN HENRY INC HSIC,HSIC
SCHLUMBERGER LTD SLB,SLB
SCHWAB CHARLES CORP SCHW,SCHW
SCOTTS MIRACLE-GRO CO SMG,SMG
SCRIPPS NTWK INTERACTIVE SNI,SNI
SEABOARD CORP SEB,SEB
SEALED AIR CORP SEE,SEE
QUINTILES IMS HOLDINGS Q,Q
RALPH LAUREN CORP RL,RL
RANGE RESOURCES CORP RRC,RRC
RAYMOND JAMES FINANCIAL RJF,RJF
RAYONIER INC RYN,RYN
RAYTHEON CO RTN,RTN
REALOGY HOLDINGS CORP RLGY,RLGY
SERVICENOW INC NOW,NOW
SHERWIN WILLIAMS CO SHW,SHW
SIGNATURE BANK SBNY,SBNY
SIGNET JEWELERS LTD SIG,SIG
SILGAN HOLDINGS INC SLGN,SLGN
SIMON PROPERTY GROUP INC SPG,SPG
SIRIUS XM HOLDINGS INC SIRI,SIRI
SIX FLAGS ENTMT CORP SIX,SIX
SKECHERS USA INC SKX,SKX
SKYWORKS SOLUTIONS INC SWKS,SWKS
SL GREEN REALTY CORP SLG,SLG
SLM CORP SLM,SLM
SM ENERGY CO SM,SM
SMITH A O CORP AOS,AOS
SMUCKER J M CO SJM,SJM
SNAP ON INC SNA,SNA
SONOCO PRODUCTS CO SON,SON
SOUTHERN CO SO,SO
SOUTHERN COPPER CORP SCCO,SCCO
SOUTHWEST AIRLINES CO LUV,LUV
SOUTHWESTERN ENERGY CO SWN,SWN
SPECTRUM BRANDS HOLDINGS SPB,SPB
SPIRIT AEROSYSTEMS SPR,SPR
SPIRIT AIRLS INC SAVE,SAVE
SPIRIT RLTY CAP INC SRC,SRC
SPLUNK INC SPLK,SPLK
SPRINT CORP S,S
SPROUTS FRMRS MKT INC SFM,SFM
SQUARE INC SQ,SQ
SS&C TECHNOLOGIES HLDGS SSNC,SSNC
STANLEY BLACK & DECKER SWK,SWK
STAPLES INC SPLS,SPLS
STARBUCKS CORP SBUX,SBUX
STARWOOD PPTY TRUST INC STWD,STWD
STATE STREET CORP STT,STT
STEEL DYNAMICS INC STLD,STLD
STERICYCLE INC SRCL,SRCL
STERIS PLC STE,STE
STORE CAPITAL CORP STOR,STOR
STRYKER CORP SYK,SYK
SUN COMMUNITIES INC SUI,SUI
SEATTLE GENETICS INC SGEN,SGEN
SEI INVESTMENTS CO SEIC,SEIC
SEMPRA ENERGY SRE,SRE
SENIOR HOUSING PPTYS TR SNH,SNH
SENSATA TECHNOLOGIES ST,ST
SERVICE CORP INTL SCI,SCI
SERVICEMASTER GLOBAL SERV,SERV
TABLEAU SOFTWARE INC DATA,DATA
TAHOE RES INC TAHO,TAHO
TAKE-TWO INTERACTIVE TTWO,TTWO
TANGER FACTORY OUTLET SKT,SKT
TARGA RESOURCES INC TRGP,TRGP
TARGET CORP TGT,TGT
TAUBMAN CENTERS INC TCO,TCO
TCF FINANCIAL CORP TCF,TCF
TD AMERITRADE HOLDING AMTD,AMTD
TEGNA INC TGNA,TGNA
TELEDYNE TECHNOLOGIES TDY,TDY
TELEFLEX INC TFX,TFX
TELEPHONE & DATA SYSTEMS TDS,TDS
TEMPUR SEALY INTL INC TPX,TPX
TERADATA CORP TDC,TDC
TERADYNE INC TER,TER
TEREX CORP TEX,TEX
TESARO INC TSRO,TSRO
TESLA INC TSLA,TSLA
TESORO CORP TSO,TSO
TEXAS INSTRUMENTS INC TXN,TXN
TEXTRON INC TXT,TXT
TFS FINL CORP TFSL,TFSL
THE CHEMOURS COMPANY CC,CC
THE KRAFT HEINZ COMPANY KHC,KHC
THE PRICELINE GROUP INC PCLN,PCLN
THE WENDY'S COMPANY WEN,WEN
THERMO FISHER SCIENTIFIC TMO,TMO
THOR INDUSTRIES INC THO,THO
TIFFANY & CO TIF,TIF
TIME WARNER INC TWX,TWX
TIMKEN CO TKR,TKR
TJX COMPANIES INC TJX,TJX
TOLL BROTHERS INC TOL,TOL
TORCHMARK CORP TMK,TMK
TORO CO TTC,TTC
TOTAL SYSTEM SERVICES TSS,TSS
TRACTOR SUPPLY CO TSCO,TSCO
TRANSDIGM GROUP INC TDG,TDG
TRANSOCEAN LTD RIG,RIG
TRANSUNION TRU,TRU
SUNTRUST BANKS INC STI,STI
SVB FINANCIAL GROUP SIVB,SIVB
SYMANTEC CORP SYMC,SYMC
SYNCHRONY FINANCIAL SYF,SYF
SYNOPSYS INC SNPS,SNPS
SYNOVUS FINANCIAL CORP SNV,SNV
SYSCO CORP SYY,SYY
T-MOBILE US INC TMUS,TMUS
TWO HBRS INVT CORP TWO,TWO
TYLER TECHNOLOGIES INC TYL,TYL
TYSON FOODS INC TSN,TSN
U S G CORP USG,USG
UDR INC UDR,UDR
UGI CORP UGI,UGI
ULTA BEAUTY INC ULTA,ULTA
ULTIMATE SOFTWARE GROUP ULTI,ULTI
UNDER ARMOUR CLASS A UAA,UAA
UNDER ARMOUR CLASS C UA,UA
UNION PACIFIC CORP UNP,UNP
UNITED CONTINENTAL HLDGS UAL,UAL
UNITED PARCEL SERVICE UPS,UPS
UNITED RENTALS INC URI,URI
UNITED STATES CELLULAR USM,USM
UNITED STATES STEEL CORP X,X
UNITED TECHNOLOGIES UTX,UTX
UNITED THERAPEUTICS UTHR,UTHR
UNITEDHEALTH GROUP INC UNH,UNH
UNITI GROUP INC UNIT,UNIT
UNIVAR INC UNVR,UNVR
UNIVERSAL DISPLAY CORP OLED,OLED
UNIVERSAL HEALTH SVCS UHS,UHS
UNUM GROUP UNM,UNM
URBAN OUTFITTERS INC URBN,URBN
US BANCORP USB,USB
US FOODS HOLDING CORP USFD,USFD
V F CORP VFC,VFC
VAIL RESORTS INC MTN,MTN
VALERO ENERGY CORP VLO,VLO
VALIDUS HOLDINGS LTD VR,VR
VALMONT INDUSTRIES INC VMI,VMI
VALVOLINE INC VVV,VVV
VANTIV INC VNTV,VNTV
VARIAN MEDICAL SYSTEMS VAR,VAR
VCA INC WOOF,WOOF
VECTREN CORP VVC,VVC
VEEVA SYSTEMS INC VEEV,VEEV
VENTAS INC VTR,VTR
VEREIT INC VER,VER
TRAVELERS COS INC TRV,TRV
TREEHOUSE FOODS INC THS,THS
TRIBUNE MEDIA CO TRCO,TRCO
TRIMBLE INC TRMB,TRMB
TRINITY INDUSTRIES INC TRN,TRN
TRIPADVISOR INC TRIP,TRIP
TUPPERWARE BRANDS CORP TUP,TUP
TWITTER INC TWTR,TWTR
VISTRA ENERGY CORP VST,VST
VMWARE INC VMW,VMW
VORNADO REALTY TRUST VNO,VNO
VOYA FINANCIAL INC VOYA,VOYA
VULCAN MATERIALS CO VMC,VMC
VWR CORPORATION VWR,VWR
W P CAREY INC WPC,WPC
WABCO HOLDINGS INC WBC,WBC
WABTEC CORP WAB,WAB
WAL MART STORES INC WMT,WMT
WALGREENS BOOTS ALLIANCE WBA,WBA
WASTE MGMT INC WM,WM
WATERS CORP WAT,WAT
WATSCO INC WSO,WSO
WAYFAIR INC W,W
WEATHERFORD INTL PLC WFT,WFT
WEBSTER FINANCIAL CORP WBS,WBS
WEC ENERGY GROUP INC WEC,WEC
WEINGARTEN RLTY INVS WRI,WRI
WELBILT WBT,WBT
WELLCARE GROUP INC WCG,WCG
WELLS FARGO & CO WFC,WFC
WELLTOWER INC HCN,HCN
WESCO INTERNATIONAL INC WCC,WCC
WEST PHARMACEUTICAL SVCS WST,WST
WESTAR ENERGY INC WR,WR
WESTERN ALLIANCE BANCORP WAL,WAL
WESTERN DIGITAL CORP WDC,WDC
WESTERN UNION CO WU,WU
WESTLAKE CHEMICAL CORP WLK,WLK
WESTROCK CO WRK,WRK
WEX INC WEX,WEX
WEYERHAEUSER CO WY,WY
WHIRLPOOL CORP WHR,WHR
WHITE MTNS INS GROUP LTD WTM,WTM
WHITING PETROLEUM CORP WLL,WLL
WHOLE FOODS MARKET INC WFM,WFM
WILEY JOHN & SONS INC JW.A,JW.A
WILLIAMS COMPANIES INC WMB,WMB
WILLIAMS SONOMA INC WSM,WSM
VERISIGN INC VRSN,VRSN
VERISK ANALYTICS INC VRSK,VRSK
VERIZON COMMUNICATIONS VZ,VZ
VERSUM MATERIALS VSM,VSM
VERTEX PHARMACEUTICALS VRTX,VRTX
VIACOM INC CL A VIA,VIA
VIACOM INC CL B VIAB,VIAB
VISA INC V,V
VISTEON CORP VC,VC
XL GROUP LTD XL,XL
XPO LOGISTICS INC XPO,XPO
XYLEM INC XYL,XYL
YUM CHINA HOLDINGS INC YUMC,YUMC
YUM! BRANDS INC YUM,YUM
ZAYO GROUP HOLDINGS INC ZAYO,ZAYO
ZEBRA TECHNOLOGIES CORP ZBRA,ZBRA
ZILLOW GROUP INC CLASS A ZG,ZG
ZILLOW GROUP INC CLASS C Z,Z
ZIMMER BIOMET HOLDINGS ZBH,ZBH
ZIONS BANCORPORATION ZION,ZION
ZOETIS INC ZTS,ZTS
ZYNGA INC ZNGA,ZNGA
WILLIS TOWERS WATSON PLC WLTW,WLTW
WORKDAY INC WDAY,WDAY
WORLD FUEL SVCS CORP INT,INT
WPX ENERGY INC WPX,WPX
WYNDHAM WORLDWIDE CORP WYN,WYN
WYNN RESORTS LTD WYNN,WYNN
XCEL ENERGY INC XEL,XEL
XEROX CORP XRX,XRX
XILINX INC XLNX,XLNX
